A,B,result,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Angle,Astronomy,0,3.83434343434344,16.8584745762712,20.6928180106146,13.0241311419278,0.000349193295415136,9.951102384853E-05,0,0
Angle,Longitude,0,9.72111111111111,13.8522590361446,23.5733701472557,6.63114792503347,5.03075938345232E-05,0.000177086114212164,0,0
Angle,Metric tensor,0,61.963882853915,18.4130890747379,80.3769719286528,53.1571399610146,0.000806186515789358,0.00116455297741927,1,0
Angle,Perpendicular,0,280.48058378163,818.189736058897,1098.67031984053,554.884590873759,0.00119309530648572,0.0287217649694426,1,1
Angle,Triangle,0,276.621902905741,360.164794007491,636.786696913231,131.642971423035,0.00377305740676233,0.00477446421889289,1,1
Angle,Variable (mathematics),0,40.7188228438229,9.5688596491228,50.2876824929457,42.0530671083303,0.00056330629805966,0.0002841045971632,1,0
Angle,Vertex (geometry),0,663.067054263566,395.505493366501,1058.57254763007,321.938439102935,0.00144465564759164,0.00958337583010737,1,1
Axiom,Boethius,0,29.4271604938272,6.15865384615385,35.585814339981,30.6314933523267,7.6742686073527E-05,0.000159530509556139,0,0
Axiom,Circle,0,54.5803259075907,162.376729468599,216.95705537619,107.796403561008,0.00211463371135899,0.00899191174838659,1,1
Axiom,Complex analysis,0,38.1911616161617,7.95621468926555,46.1473763054271,30.2349469268961,0.00158678822614719,0.000320029424309879,1,0
Axiom,Determinism,0,0.55,0.746875,1.296875,0.196875,1.53875121106715E-07,1.51471939664734E-05,0,0
Axiom,Euclidean geometry,1,917.768306461341,3988.40507799549,4906.17338445683,3073.81031383547,0.00751741553021001,0.00885681997071002,1,1
Axiom,Henri Poincaré,0,11.2818181818182,11.453125,22.7349431818182,1.97130681818182,0.000520769364414616,0.00052881752696573,0,0
Axiom,Inaccessible cardinal,0,18.6912902315076,49.0503320880033,67.741622319511,44.9360833081947,0.000185400588112156,0.00246424969709282,0,0
Axiom,Löwenheim–Skolem theorem,0,49.1760709689282,44.7104166666667,93.8864876355947,26.384685833793,0.000964411878060309,0.00650043586039463,1,0
Axiom,Naive set theory,0,45.4861720460156,15.5824553023066,61.0686273483221,29.903716743709,0.000992841264204474,0.00196415370817942,1,0
Elliptic geometry,Gödel's incompleteness theorems,0,117.634330484331,9.8546332046332,127.488963688964,108.720302720303,0.00308434291992498,0.00070306571192858,1,0
Elliptic geometry,Great circle,0,73.5742895535097,26.8170190394998,100.391308593009,57.333016763692,0.00311376662553668,0.00450045056540868,1,0
Elliptic geometry,Hyperbolic geometry,0,779.669729161553,853.035189240882,1632.70491840244,75.0276610362665,0.0136960404885465,0.0043575677181446,1,1
Elliptic geometry,Line (geometry),0,35.51456634497,28.8812931034483,64.3958594484183,6.63327324152173,0.00621429379480917,0.003341006623191,1,1
Elliptic geometry,Non-Euclidean geometry,1,325.105426663468,2878.28149809044,3203.38692475391,2564.12287330335,0.0159694045719718,0.0120161724641773,1,1
Elliptic geometry,Orientability,0,9.04209039548025,16.5045652173913,25.5466556128716,7.4624748219111,0.00112417914096123,0.00153218638826125,0,0
Elliptic geometry,Playfair's axiom,0,61.4840631375794,36.3666393740903,97.8507025116696,25.1174237634891,0.00908043202914203,0.00634456896421731,1,1
Elliptic geometry,Stereographic projection,0,23.0828725038403,22.1404381372279,45.2233106410681,9.55756563338764,0.00164642338919852,0.000916270000446348,0,0
Euclid,Archimedes,0,3881.06278804649,1021.38745765815,4902.45024570464,2870.15096675197,0.00337014044529812,0.00116696307709956,1,1
Euclid,Axiomatic system,0,1117.84612134516,256.411774392457,1374.25789573762,1072.56565304729,0.00201067179496493,0.00899394517694979,1,1
Euclid,Data (Euclid),0,1122.82997282609,316.549693094629,1439.37966592072,814.590970268542,0.00114336390646922,0.187015347562236,1,1
Euclid,Egypt,0,320.132929435932,101.475147359557,421.60807679549,218.657782076374,0.00169367878457831,8.92004832179525E-05,1,1
Euclid,Euclidean geometry,0,8982.92644914156,5255.871863229,14238.7983123706,3762.98275071761,0.0058092780156881,0.00974388531057825,1,1
Euclid,Locus (mathematics),0,186.425448131197,116.206308919507,302.631757050704,73.1763059228849,0.000402163309286341,0.0119103820552365,1,1
Euclid,Porism,0,238.355723905724,16.9090909090909,255.264814814815,236.553367003367,0.000651329156962344,0.0121903968818492,1,0
Euclid,Rare Book Room,0,21.8625778331258,14.1024475524476,35.9650253855734,15.7398697193218,0.000192704520698581,6.29771556472805E-05,0,1
Euclid,Reason,0,135.363685800604,210.440935355724,345.804621156328,204.57724955512,0.000551650279252417,0.00163821024638086,1,1
Euclid,The School of Athens,0,1667.3785728988,1472.23863361832,3139.61720651712,196.863537366601,0.0014124305888111,0.00484912358799628,1,1
Euclidean geometry,Alfred Tarski,0,71.2993385402475,129.841912624699,201.141251164947,64.5425740844512,0.000895891496142624,0.000562628246400285,1,1
Euclidean geometry,Geometry,1,1466.12719760875,3146.90614029458,4613.03333790333,1710.49723749248,0.00291526615919096,0.00920570749885627,1,1
Euclidean geometry,Infinity,0,11.5940048609236,16.0532846715329,27.6472895324564,4.45927981060928,0.000253392592601107,0.000591327870913807,0,0
Euclidean geometry,Metric space,0,127.043145022148,117.913747936682,244.956892958829,196.119320863251,0.0010355502467933,0.00755330208315723,1,1
Euclidean geometry,Real line,0,48.7593261455526,163.567441591487,212.32676773704,114.808115445935,0.000486743665183547,0.00605991167017365,0,1
Euclidean geometry,Set theory,0,243.04382325908,60.9083131979672,303.952136457047,210.542914877361,0.000628324041695416,0.00246962028642799,1,0
Euclid's Elements,Alexandria,0,179.569236111111,17.529359430605,197.098595541716,162.039876680506,0.00148708462285645,0.00030444987886285,1,0
Euclid's Elements,Boethius,0,30.7590476190476,7.28619047619048,38.0452380952381,23.4728571428571,0.000309306826474805,0.000190274123722718,0,0
Euclid's Elements,Campanus of Novara,0,50.2881578947369,10.6571666666667,60.9453245614035,39.6309912280702,0.00048146786846304,0.235053957351655,1,1
Euclid's Elements,Geometric progression,1,96.324908039937,268.767503423095,365.092411463031,172.442595383158,0.000353921000185482,0.00909493109843842,1,1
Euclid's Elements,Johannes Kepler,0,37.9603605362489,91.278641209738,129.239001745987,63.7200350594542,0.00066530758605009,0.0021865734527081,1,1
Euclid's Elements,Pons asinorum,0,191.52039408867,431.17819121091,622.698585299582,328.772366812185,0.00271000263971614,0.0134312509221852,1,1
Geometry,Circle,0,370.9316848284,125.874712200072,496.806397028472,262.016051912216,0.00137475872025949,0.00792433644278907,1,1
Geometry,Felix Klein,0,161.563471849866,76.8637230384497,238.427194888316,84.6997488114164,0.000866707739309029,0.00897026953310352,1,1
Geometry,Hodge conjecture,0,347.509364570819,219.893700592885,567.403065163704,338.884336022067,0.000628722483530381,0.00557586541252415,1,1
Geometry,Integral,0,103.688071071695,200.67261250264,304.360683574335,96.9845414309452,0.00109823585767124,0.00354909380795357,1,1
Geometry,M. C. Escher,0,101.992279411765,19.3391422355744,121.331421647339,82.6531371761903,0.000712762849720366,0.000657522565677667,1,0
Geometry,Parallel postulate,0,436.851931260229,148.291335978836,585.143267239065,288.560595281393,0.00236848833890016,0.0141706554582781,1,1
Geometry,Real algebraic geometry,0,210.971339122628,215.92748795253,426.898827075158,104.204497178251,0.000493863027164071,0.0103836852229402,1,1
Giovanni Girolamo Saccheri,Euclid,0,42.6856386999245,2.87395833333334,45.5595970332578,39.8116803665912,0.00767701018552388,2.904878954252E-05,1,0
Giovanni Girolamo Saccheri,Hyperbolic geometry,0,53.95,8.78209718670077,62.7320971867008,50.1973145780051,0.00867239607756946,3.41217791807084E-05,1,0
Giovanni Girolamo Saccheri,Parallel postulate,0,14.8351851851852,17.75,32.5851851851852,16.5851851851852,0.00181726072879408,0.000123944724144432,1,0
Giovanni Girolamo Saccheri,Saccheri quadrilateral,0,103.785714285714,191.94,295.725714285714,88.1542857142857,0.0112407358697839,0.0304915770465926,1,0
Hyperbolic geometry,Atlas (topology),0,19.020522848909,16.6010775862069,35.6216004351159,4.96626902301217,0.000739733601831816,0.00107350400502591,0,0
Hyperbolic geometry,Conformal map,0,17.6161382462154,16.8095808383233,34.4257190845387,9.69344259210799,0.000478045935168107,0.00109669282492196,0,0
Hyperbolic geometry,Gaussian curvature,0,1715.96559384721,263.305178394327,1979.27077224154,1532.2730280655,0.00224584247176403,0.00558359299277404,1,1
Hyperbolic geometry,Hyperboloid model,0,802.356324995558,244.69750611182,1047.05383110738,557.658818883738,0.00201574823080646,0.0432166898699428,1,1
Hyperbolic geometry,Hypercycle (geometry),0,543.259673024523,74.7791845493562,618.038857573879,473.019511524833,0.000736843756350925,0.0582047911340681,1,1
Hyperbolic geometry,Lambert quadrilateral,0,200.881383590559,63.7942425433335,264.675626133893,137.209631684309,0.00176348461710703,0.0154400004357,1,1
Line (geometry),Coefficient,0,31.1975783475784,17.2224390243903,48.4200173719687,30.2507866027378,0.00135237508201803,0.00118031517897487,1,0
Line (geometry),David Hilbert,0,10.1832958063608,12.5064102564102,22.6897060627711,4.98372051065549,0.00111242546350001,0.000798312651876045,0,0
Line (geometry),End (topology),0,71.1931034482758,18.3867886178862,89.579892066162,63.6936851696103,0.00102171113311022,0.00123857058458642,1,0
Line (geometry),Incidence (geometry),0,130.463087067131,36.5086228553921,166.971709922523,93.9544642117383,0.00210307302719402,0.00974834406403655,1,1
Line (geometry),Mario Pieri,0,2.33648648648649,4.38666666666667,6.72315315315315,2.05018018018018,4.39841667175449E-05,0.00137784695708014,0,0
Nikolai Lobachevsky,Geometry,1,19.9616663355189,25.4806549295775,45.4423212650964,7.28710664403668,0.000650884353621208,0.000420096614897906,0,0
Nikolai Lobachevsky,Gregorian calendar,0,8.02857142857143,3.55833333333334,11.5869047619048,6.52976190476191,3.41799193646018E-05,1.37870929304308E-05,0,0
Nikolai Lobachevsky,Johann Christian Martin Bartels,0,316.876406926407,141.5,458.376406926407,175.376406926407,0.00126457751021093,0.0701151626426177,0,0
Nikolai Lobachevsky,Nizhny Novgorod,0,399.559781746032,96.1808428571428,495.740624603174,319.289653174604,0.00529302918880676,0.000352145774076476,1,1
Nikolai Lobachevsky,Russia,0,15.4956989247312,217.207594936709,232.70329386144,210.288103988022,0.000427390649979685,0.000180599216407955,0,1
Nikolai Lobachevsky,Songs by Tom Lehrer,0,38.4555555555556,51.3,89.7555555555556,54.5055555555556,0.000150850019810586,9.56564931452028E-05,0,0
Nikolai Lobachevsky,Upper half-plane,0,25.2920634920635,21.007,46.2990634920635,4.28506349206349,0.000183436387267899,0.000638296062174845,0,0
Nikolai Lobachevsky,William Kingdon Clifford,0,195.519607843137,40.6761904761905,236.195798319328,161.856582633053,0.000785481573071071,0.00427155896436988,0,1
Non-Euclidean geometry,Distance,0,73.0114690844121,79.614334374113,152.625803458525,30.5720960589317,0.00136803785628141,0.00161794860825303,1,1
Non-Euclidean geometry,Inertial frame of reference,0,13.7708,40.1446155281822,53.9154155281822,30.2051318402389,0.000519699401847634,0.000529787795202206,0,0
Non-Euclidean geometry,List of geometers,0,145.008054476012,196.522982084377,341.531036560389,230.744195901048,0.00177152134809456,0.0145334548683552,1,1
Non-Euclidean geometry,Mathematics in medieval Islam,0,45.5820615841617,90.9350243506496,136.517085934811,65.5332889128674,0.00299623127756323,0.00311008284070799,0,1
Non-Euclidean geometry,Poincaré disk model,0,326.882475345168,277.173851837159,604.056327182327,53.4479627912649,0.00150145710293018,0.0402021988651625,1,1
Non-Euclidean geometry,Proof by contradiction,0,56.7494315055933,30.868551724138,87.6179832297312,47.8191202185447,0.000845177628118527,0.00114656003606973,1,0
Non-Euclidean geometry,Pseudosphere,0,1323.07542360174,123.470341469921,1446.54576507166,1409.43313643046,0.00182823518393587,0.00709438821363318,1,1
Parallel postulate,Angle,1,71.93793376551,297.86434203436,369.80227579987,225.92640826885,0.00525901687003973,0.014567683867343,1,1
Parallel postulate,Axiom,1,533.155923524444,892.568860769114,1425.72478429356,448.555616983232,0.011098000058223,0.00901235389058622,1,1
Parallel postulate,Carl Friedrich Gauss,0,24.9066666666667,21.268115942029,46.1747826086957,17.408115942029,0.00106444084535135,0.000776802024142636,0,0
Parallel postulate,Congruence (geometry),0,66.565604288499,28.2862042559326,94.8518085444316,55.2205999674335,0.00128102638709269,0.00284246305914423,1,0
Parallel postulate,Consistency,0,39.9236160820806,42.9684210526316,82.8920371347124,28.7801950294491,0.00151693602331228,0.00316558362241657,0,1
Parallel postulate,Elliptic geometry,0,515.497354970856,667.049133244207,1182.54648821506,153.095146380653,0.00633865426428187,0.032862584663994,1,1
Parallel postulate,Euclid,1,639.43978684599,281.075806590086,920.515593436076,721.44806310436,0.0136877208704688,0.00379803878992576,1,1
Parallel postulate,Euclidean geometry,1,885.594784376926,4154.313069874,5039.90785425092,3296.36939417645,0.0167693086724024,0.00750288677260508,1,1
Parallel postulate,Euclid's Elements,1,1522.90710753205,1236.05043904341,2758.95754657546,545.682825388909,0.0178537719333443,0.00909650111929034,1,1
Parallel postulate,Eugenio Beltrami,0,256.80787965616,272.786943922306,529.594823578466,415.479064266145,0.00410841555651867,0.0113442252361859,1,1
Parallel postulate,Hyperbolic geometry,0,409.03529137491,1851.07761890284,2260.11291027775,1442.04232752793,0.00810049375926258,0.00863309370829004,1,1
Parallel postulate,John Playfair,0,148.840362953692,48.8287189211968,197.669081874889,112.635468429511,0.00235482697463059,0.00357531065237145,1,1
Parallel postulate,Lambert quadrilateral,0,229.690103456157,122.091773284181,351.781876740338,268.956935993033,0.00468822294584374,0.0191195460942416,1,1
Parallel postulate,Line (geometry),1,89.9650131541465,155.396529291186,245.361542445332,118.085362290885,0.00803274671413125,0.00976417320577863,1,1
Parallel postulate,Mathematician,1,12.632,17.8829861111111,30.5149861111111,5.2509861111111,0.00101811851183184,0.0008925043704173,0,0
Parallel postulate,Mathematics in medieval Islam,0,39.2715355619482,34.6647633579221,73.9362989198703,18.8436921922586,0.00440653086378471,0.00211316891814578,0,0
Parallel postulate,Non-Euclidean geometry,0,2621.23074729544,2325.48623099798,4946.71697829342,441.471807951322,0.0149346869504157,0.0144739619930818,1,1
