A,B,weight,backwardweight,SUM,Diff,Normalized weight,Normalized backward weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Quadrilateral,Kite_(geometry),136.394230769231,351.85,488.244230769231,215.455769230769,0.339787607793037,0.0732386776263143,1,1
Polygon,Hexagon,155.659574468085,25.2058823529412,180.865456821026,130.453692115144,0.0547877498904769,0.00241133354904968,1,0
Geometry,Sine,216.605769230769,270.908045977012,487.513815207781,54.3022767462423,0.0671101551514574,0.00393119434150868,1,1
Angle,Sine,31.4347826086957,91.6132075471698,123.047990155865,60.1784249384742,0.0267596902093955,0.00323949495102812,0,1
Circle,Sphere,92.7962962962963,54.8793103448276,147.675606641124,37.9169859514687,0.0438641794833638,0.00229703979190248,1,0
Circle,Acute_and_obtuse_triangles,82.7794117647059,30.9459459459459,113.725357710652,51.8334658187599,0.0492738907028248,0.00385628355303484,1,0
Polygon,Triangle,125.269662921348,87.5555555555556,212.825218476904,37.7141073657928,0.0417460786993526,0.00282496002753261,1,1
Triangle,Equilateral_triangle,137.765151515152,97.3289473684211,235.094098883573,40.4362041467304,0.262527248841473,0.0184795335273083,1,1
Perpendicular,Acute_and_obtuse_triangles,87.4193548387097,28.3333333333333,115.752688172043,59.0860215053764,0.150092769516214,0.0017176459493867,1,0
Geometry,Parallel_(geometry),152.257142857143,142.71568627451,294.972829131653,9.54145658263306,0.0635024666936772,0.00904744798199087,1,1
Circle,Cartesian_coordinate_system,77.1369863013699,15.12,92.2569863013699,62.0169863013699,0.0492913978588748,0.000115938206162974,1,0
Triangle,Midpoint,66.0816326530612,42.5,108.581632653061,23.5816326530612,0.015581765773049,0.00458871715429121,1,0
Geometry,Trapezoid,254.426470588235,218.571428571429,472.997899159664,35.8550420168067,0.0515413856383613,0.0149283585147747,1,1
Diagonal,Vertex_(geometry),22.8461538461538,11.3333333333333,34.1794871794872,11.5128205128205,0.372133817817316,0.00021855029163608,1,0
Geometry,Dodecagon,31.6315789473684,164,195.631578947368,132.368421052632,0.00179043828499249,0.0116032262629121,0,1
Slope,Trigonometric_functions,37.4782608695652,13.5,50.9782608695652,23.9782608695652,0.0186923994361921,7.43175379205237E-06,0,0
Cone,Geometry,20.2222222222222,11.5,31.7222222222222,8.72222222222222,1092,8.24336615108991E-06,1,0
Angle,Cone,78.9827586206897,77.0944881889764,156.077246809666,1.88827043171327,0.0847760310160725,0.0112034529199807,1,1
Polygon,Geometry,18.7441860465116,23.9714285714286,42.7156146179402,5.22724252491694,0.00301796927362797,0.000100234553634267,0,0
Geometry,Pythagorean_theorem,202.564853556485,177.866359447005,380.43121300349,24.6984941094807,0.144227102647823,0.00856821920362646,1,1
Tessellation,Kite_(geometry),33.35,32.9615384615385,66.3115384615385,0.388461538461542,2001,0.0029731204929066,1,0
Quadrilateral,Circle,112.414285714286,159.929577464789,272.343863179074,47.515291750503,0.314156818907697,0.0276947977194413,1,1
Nonagon,Line_segment,52.4705882352941,120.777777777778,173.248366013072,68.3071895424837,3568,0.00432170100879448,1,1
Rhombus,Line_(geometry),84.030303030303,12.875,96.905303030303,71.155303030303,0.103943324087263,0.000209618006797322,1,0
Triangle,Coordinate_system,70.8979591836735,50.6363636363636,121.534322820037,20.2615955473098,0.0334348698552022,0.00157792826800418,1,0
Tangent,Line_(geometry),29.6621621621622,23.6086956521739,53.2708578143361,6.05346650998825,0.0475489028009445,0.000552536784907504,0,0
Polygon,Rectangle,106.931506849315,148.625,255.556506849315,41.6934931506849,0.0584572410668484,0.00942588884982355,1,1
Diagonal,Point_(geometry),14.6666666666667,11.6666666666667,26.3333333333333,3,0.0826964039594036,0.000149682672733804,0,0
Geometry,Congruence_(geometry),84.2235294117647,37.2857142857143,121.509243697479,46.9378151260504,0.0213273671917825,0.00255636991554185,1,0
Circumference,Arc_(geometry),78.44,92.9354838709677,171.375483870968,14.4954838709677,0.0809377386136162,0.0117546617270703,1,1
Triangle,Quadrilateral,107.717948717949,81.3595505617977,189.077499279746,26.358398156151,0.181942860442622,0.0235470740947498,1,1
Rectangle,Line_segment,96.0625,208.029411764706,304.091911764706,111.966911764706,0.794972587152167,0.0468681251689718,1,1
Angle,Kite_(geometry),112.076923076923,50.9753086419753,163.052231718898,61.1016144349478,0.0539265126349782,0.00477480144504526,1,0
