A,B,result,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Cell cycle,Cellular model,0,295.883152173913,38.325,334.208152173913,305.241847826087,0.000471030287070841,0.00245404852703219,0,0
Cell cycle,Cyclin-dependent kinase complex,0,178.089044224128,46.0042137096774,224.093257933806,154.715169485549,0.000841267720834475,0.0131228294711519,0,0
Cell cycle,Cytokinesis,0,1512.33817098699,249.177336298296,1761.51550728529,1265.98810914768,0.0159933681223258,0.0748213471291548,1,1
Cell cycle,Eukaryote,0,911.644438586701,195.597197221584,1107.24163580829,776.462515007797,0.0249908890684505,0.0404836616096914,1,1
Cell cycle,Leland H. Hartwell,0,53.8067247969422,24.4056561085973,78.2123809055395,29.4010686883449,0.000236885194477022,0.00824109254945364,0,0
Cell cycle,Metaphase,1,3131.6179108055,581.700559615599,3713.3184704211,2549.9173511899,0.0128325448060848,0.0889860170599295,1,1
Cell cycle,Midblastula,0,107.188392857143,93.8379085956415,201.026301452785,13.3504842615012,0.00293601593151842,0.1249662487946,0,0
Cell cycle,Ploidy,0,551.722860969876,112.932282637421,664.655143607297,458.984021396174,0.0153464536743801,0.0199697681742525,1,1
Cell cycle,Retinoblastoma protein,0,195.79875,161.153433199366,356.952183199366,78.7012411703812,0.00204908049588981,0.168943363086002,1,1
Cell cycle,Thymidine kinase,0,62.0739248971195,90.2537654174571,152.327690314577,28.179840520338,0.00334044559999373,0.0222997575591235,1,1
Centromere,Anti-nuclear antibody,0,83.7999804305285,68.8814511053418,152.68143153587,15.6464240620286,0.0166197827297581,0.0108231897375887,0,0
Centromere,Caenorhabditis elegans,0,97.6407692307692,46.2975609756097,143.938330206379,100.376791744841,0.000442235171691416,0.00127922310577551,0,0
Centromere,Chromosome,0,718.950578692868,4168.41442454437,4887.36500323723,3457.53875742607,0.0599553419992735,0.0264786567419224,1,1
Centromere,Chromosome 13 (human),0,19.6,6.43333333333333,26.0333333333333,13.1666666666667,4.34236502134236E-05,0.00376218323586745,0,0
Centromere,DNA,0,170.552724228931,216.107538560593,386.660262789524,118.810463446116,0.1279824635911,0.0149388991976383,1,1
Centromere,Genetics,0,97.9347010094361,224.166879551253,322.101580560689,191.586054441984,0.0073875261281614,0.00909598741335049,1,1
Centromere,Kinetochore,0,2907.7079849907,887.024906456432,3794.73289144713,2026.93482198503,0.0576674338429077,0.0960028907263419,1,1
Centromere,RNA interference,0,126.921149425288,124.093533834586,251.014683259874,2.96428225736755,0.0313361098091229,0.0135302997418398,0,0
Centromere,Robertsonian translocation,0,353.092441266598,2043.90819472029,2397.00063598689,1690.81575345369,0.0134880236145219,0.121855960446907,1,1
Centromere,Schizosaccharomyces pombe,0,150.263929236499,83.8674994869692,234.131428723468,80.09357025047,0.0262979585987222,0.0202858273238863,1,1
Centromere,Sister chromatids,0,1632.30300694253,566.407455958447,2198.71046290098,1077.7134927457,0.0490738551653976,0.0839800977440336,1,1
Centrosome,Amorphous solid,0,201.845592705167,48.4,250.245592705167,197.211550151976,0.000986522155500286,0.00053502252187705,0,0
Centrosome,Astral microtubules,0,129.458304058147,56.3514170040486,185.809721062195,73.106887054098,0.0149309865844146,0.0760248339672066,1,1
Centrosome,Centrin,0,288.435447871502,96.3890494791667,384.824497350668,204.652522423343,0.0219662428108651,0.178654714591298,1,1
Centrosome,Centriole,0,2281.10228471486,2857.07575533441,5138.17804004927,598.505503294179,0.0564757374010415,0.0456400821590077,1,1
Centrosome,Cyclin-dependent kinase 2,0,51.8949509803922,121.161413099536,173.056364079928,82.1574145000959,0.00788986513680993,0.0192679420417813,0,0
