A,B,result,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Certificate authority,Kerberos (protocol),1,236.800684931507,70.5287090116947,307.329393943202,166.271975919812,0.00727534783322396,0.00192097010349116,1,0
Certificate authority,Key Ceremony,1,789,149.4,938.4,639.6,0.000542696230427856,0.10702005730659,0,0
Certificate authority,OpenSSL,1,874.173076341648,35.5251851851852,909.698261526833,841.401224489796,0.00924821465408415,0.000187370030503121,1,0
Certificate authority,Public key certificate,1,9383.87514366597,2479.99890040994,11863.8740440759,6903.87624325604,0.0392310243837457,0.0190863635103671,1,1
Certificate authority,X.509,1,3798.69658160297,1767.27072459057,5565.96730619354,2033.16684800339,0.0207489554924517,0.0219273661318022,1,1
Cryptography,Computer,0,443.831172726384,201.598167308751,645.429340035135,242.816338750967,0.0137779540656909,0.00844414636628186,1,1
Cryptography,Cryptography standards,0,712.505424332344,130.473562435403,842.978986767748,582.031861896941,0.0026796467298168,0.058185576378665,1,1
Cryptography,Firefox,0,102.038596491228,49.117,151.155596491228,53.5215964912281,0.000792609455476165,0.000423987189637795,0,0
Cryptography,Internet,0,89.5181311571451,74.691398809524,164.209529966669,14.8267323476213,0.00203831951459966,0.00245379587452137,1,0
Cryptography,Microsoft Outlook,0,465.223286052009,123.417777777778,588.641063829787,448.988936170213,0.000771758027154331,0.00351820058226574,1,0
Cryptography,Phil Zimmermann,0,268.919367753623,126.893764367816,395.813132121439,144.085465454772,0.000881608185069066,0.0265943563936788,1,1
Cryptography,Social engineering (security),0,589.187302405498,60.1897427536232,649.377045159121,566.583454840879,0.000342071475587489,0.00459023778335772,1,0
Cryptography,Steven Levy,0,644.344239189929,89.7082352941176,734.052474484046,554.636003895811,0.00247008699666425,0.053539904174862,1,0
Diffie–Hellman key exchange,Charles Babbage Institute,0,20.3145161290322,21.2404761904762,41.5549923195085,0.925960061443934,0.000112411576848374,0.000130135775332641,0,0
Diffie–Hellman key exchange,Communication,0,40.5187479674797,19.942,60.4607479674797,20.5767479674797,0.000790397525535144,0.000421371973826357,0,0
Diffie–Hellman key exchange,Cyclic group,0,349.7,36.0957142857143,385.795714285715,316.395714285714,0.000502365655115078,0.00132661076073648,0,0
Diffie–Hellman key exchange,Dc (computer program),0,13.64,7.84473684210524,21.4847368421052,5.79526315789476,1.21738301565051E-05,9.37165578703673E-05,0,0
Diffie–Hellman key exchange,Power associativity,0,32.5416666666667,19.3368421052632,51.8785087719298,13.2048245614035,0.000139409990501913,0.000635365326415908,0,0
Diffie–Hellman key exchange,The Code Book,0,62.5186888712662,85.603768115942,148.122456987208,30.4517459113425,0.00283633168309403,0.0183221033972618,0,1
Diffie–Hellman key exchange,Whitfield Diffie,0,2759.09062905923,1512.17932695297,4271.2699560122,1270.17311682091,0.0202825268823389,0.0414776869687234,1,1
